tt,frame,wheels,flat,climb,frame_level,wheels_level
False,Felt FR,Zwift Buffalo Fahrrad,3095.0,2947.0,23.0,
False,Felt FR,Zwift Classic,3096.0,2948.0,23.0,1.0
False,Specialized Tarmac SL7,DT Swiss ARC 1100 Dicut Disc,3030.0,2967.0,36.0,42.0
False,Specialized Tarmac SL7,Zipp 858/Super9,3037.0,2968.0,36.0,45.0
False,Specialized Tarmac SL7,Zipp 808/Super9,3039.0,2969.0,36.0,35.0
False,Specialized Tarmac SL7,Zipp 858,3043.0,2958.0,36.0,37.0
False,Specialized Tarmac SL7,ENVE SES 7.8,3045.0,2953.0,36.0,39.0
False,Specialized Tarmac SL7,Zipp 808,3046.0,2960.0,36.0,13.0
False,Specialized Tarmac SL7,ENVE SES 8.9,3046.5,2962.5,36.0,31.0
False,Specialized Tarmac SL7,Zipp 454,3054.0,2951.0,36.0,24.0
False,Specialized Tarmac SL7,DT Swiss ARC 1100 Dicut 62,3055.0,2949.0,36.0,6.0
False,Specialized Tarmac SL7,CADEX 65,3055.5,2951.0,36.0,21.0
False,Specialized Tarmac SL7,Zipp 404,3057.0,2954.0,36.0,15.0
False,Specialized Tarmac SL7,ENVE SES 6.7,3058.0,2958.0,36.0,25.0
False,Specialized Tarmac SL7,Zipp 353 NSW,3059.0,2951.0,36.0,19.0
False,Specialized Tarmac SL7,Roval Rapide CLX,3060.0,2953.0,36.0,15.0
False,Specialized Tarmac SL7,Roval CLX 64,3060.0,2958.0,36.0,16.0
False,Specialized Tarmac SL7,ENVE SES 3.4,3062.5,2950.0,36.0,27.0
False,Specialized Tarmac SL7,FFWD RYOT55,3063.5,2950.0,36.0,
False,Specialized Tarmac SL7,Campagnolo Bora Ultra 35,3064.0,2951.5,36.0,33.0
False,Specialized Tarmac SL7,Mavic Comete Pro Carbon SL UST,3064.5,2968.5,36.0,13.0
False,Specialized Tarmac SL7,Giant SLR 0,3067.0,2950.5,36.0,22.0
False,Specialized Tarmac SL7,Shimano C60,3067.0,2969.0,36.0,10.0
False,Specialized Tarmac SL7,Mavic Cosmic CXR60c,3068.5,2966.5,36.0,7.0
False,Specialized Tarmac SL7,Bontrager Aeolus5,3071.0,2954.0,36.0,11.0
False,Specialized Tarmac SL7,Mavic Cosmic Ultimate UST,3071.0,2964.0,36.0,6.0
False,Specialized Tarmac SL7,HED Vanquish RC6 Pro,3073.5,2952.0,36.0,8.0
False,Specialized Tarmac SL7,CADEX 42,3074.0,2952.0,36.0,8.0
False,Specialized Tarmac SL7,Roval Alpinist CLX,3076.0,2944.0,36.0,32.0
False,Specialized Tarmac SL7,Shimano C50,3076.0,2965.5,36.0,4.0
False,Specialized Tarmac SL7,Lightweight Meilenstein,3076.5,2944.0,36.0,0.0
False,Specialized Tarmac SL7,50mm Carbon,3077.5,2959.0,36.0,9.0
False,Specialized Tarmac SL7,Shimano C40,3078.0,2961.5,36.0,4.0
False,Specialized Tarmac SL7,CADEX 36,3083.5,2949.5,36.0,26.0
False,Specialized Tarmac SL7,Zipp 202,3085.0,2952.5,36.0,
False,Specialized Tarmac SL7,Novatec R4,3086.5,2963.0,36.0,
False,Specialized Tarmac SL7,ENVE SES 2.2,3090.0,2951.5,36.0,
False,Specialized Tarmac SL7,Zwift 32mm Carbon,3090.0,2958.0,36.0,3.0
False,Specialized Tarmac SL7,Campagnolo Bora Ultra 50,3090.5,2951.5,36.0,12.0
False,Specialized Tarmac SL7,Zwift Safety,3090.5,2957.5,36.0,44.0
False,Specialized Tarmac SL7,Zwift Buffalo Fahrrad,3095.0,2965.0,36.0,
False,Specialized Tarmac SL7,Zwift Classic,3096.0,2966.0,36.0,1.0
False,Giant TCR Disc,DT Swiss ARC 1100 Dicut Disc,3031.0,2968.0,27.0,42.0
False,Giant TCR Disc,Zipp 858/Super9,3038.0,2969.0,27.0,45.0
False,Giant TCR Disc,Zipp 808/Super9,3040.0,2970.0,27.0,35.0
False,Giant TCR Disc,Zipp 858,3044.0,2959.0,27.0,37.0
False,Giant TCR Disc,ENVE SES 7.8,3046.0,2954.0,27.0,39.0
False,Giant TCR Disc,Zipp 808,3047.0,2961.0,27.0,13.0
False,Giant TCR Disc,ENVE SES 8.9,3047.5,2963.5,27.0,31.0
False,Giant TCR Disc,Zipp 454,3055.0,2952.0,27.0,24.0
False,Giant TCR Disc,DT Swiss ARC 1100 Dicut 62,3056.0,2950.0,27.0,6.0
False,Giant TCR Disc,CADEX 65,3056.5,2952.0,27.0,21.0
False,Giant TCR Disc,Zipp 404,3058.0,2955.0,27.0,15.0
False,Giant TCR Disc,ENVE SES 6.7,3059.0,2959.0,27.0,25.0
False,Giant TCR Disc,Zipp 353 NSW,3060.0,2952.0,27.0,19.0
False,Giant TCR Disc,Roval Rapide CLX,3061.0,2954.0,27.0,15.0
False,Giant TCR Disc,Roval CLX 64,3061.0,2959.0,27.0,16.0
False,Giant TCR Disc,ENVE SES 3.4,3063.5,2951.0,27.0,27.0
False,Giant TCR Disc,FFWD RYOT55,3064.5,2951.0,27.0,
False,Giant TCR Disc,Campagnolo Bora Ultra 35,3065.0,2952.5,27.0,33.0
False,Giant TCR Disc,Mavic Comete Pro Carbon SL UST,3065.5,2969.5,27.0,13.0
False,Giant TCR Disc,Giant SLR 0,3068.0,2951.5,27.0,22.0
False,Giant TCR Disc,Shimano C60,3068.0,2970.0,27.0,10.0
False,Giant TCR Disc,Mavic Cosmic CXR60c,3069.5,2967.5,27.0,7.0
False,Giant TCR Disc,Bontrager Aeolus5,3072.0,2955.0,27.0,11.0
False,Giant TCR Disc,Mavic Cosmic Ultimate UST,3072.0,2965.0,27.0,6.0
False,Giant TCR Disc,HED Vanquish RC6 Pro,3074.5,2953.0,27.0,8.0
False,Giant TCR Disc,CADEX 42,3075.0,2953.0,27.0,8.0
False,Giant TCR Disc,Roval Alpinist CLX,3077.0,2945.0,27.0,32.0
False,Giant TCR Disc,Shimano C50,3077.0,2966.5,27.0,4.0
False,Giant TCR Disc,Lightweight Meilenstein,3077.5,2945.0,27.0,0.0
False,Giant TCR Disc,50mm Carbon,3078.5,2960.0,27.0,9.0
False,Giant TCR Disc,Shimano C40,3079.0,2962.5,27.0,4.0
False,Giant TCR Disc,CADEX 36,3084.5,2950.5,27.0,26.0
False,Giant TCR Disc,Zipp 202,3086.0,2953.5,27.0,
False,Giant TCR Disc,Novatec R4,3087.5,2964.0,27.0,
False,Giant TCR Disc,ENVE SES 2.2,3091.0,2952.5,27.0,
False,Giant TCR Disc,Zwift 32mm Carbon,3091.0,2959.0,27.0,3.0
False,Giant TCR Disc,Campagnolo Bora Ultra 50,3091.5,2952.5,27.0,12.0
False,Giant TCR Disc,Zwift Safety,3091.5,2958.5,27.0,44.0
False,Giant TCR Disc,Zwift Buffalo Fahrrad,3096.0,2966.0,27.0,
False,Giant TCR Disc,Zwift Classic,3097.0,2967.0,27.0,1.0
False,Pinarello Dogma F8,DT Swiss ARC 1100 Dicut Disc,3031.0,2964.0,0.0,42.0
False,Pinarello Dogma F8,Zipp 858/Super9,3038.0,2965.0,0.0,45.0
False,Pinarello Dogma F8,Zipp 808/Super9,3040.0,2966.0,0.0,35.0
False,Pinarello Dogma F8,Zipp 858,3044.0,2955.0,0.0,37.0
False,Pinarello Dogma F8,ENVE SES 7.8,3046.0,2950.0,0.0,39.0
False,Pinarello Dogma F8,Zipp 808,3047.0,2957.0,0.0,13.0
False,Pinarello Dogma F8,ENVE SES 8.9,3047.5,2959.5,0.0,31.0
False,Pinarello Dogma F8,Zipp 454,3055.0,2948.0,0.0,24.0
False,Pinarello Dogma F8,DT Swiss ARC 1100 Dicut 62,3056.0,2946.0,0.0,6.0
False,Pinarello Dogma F8,CADEX 65,3056.5,2948.0,0.0,21.0
False,Pinarello Dogma F8,Zipp 404,3058.0,2951.0,0.0,15.0
False,Pinarello Dogma F8,ENVE SES 6.7,3059.0,2955.0,0.0,25.0
False,Pinarello Dogma F8,Zipp 353 NSW,3060.0,2948.0,0.0,19.0
False,Pinarello Dogma F8,Roval Rapide CLX,3061.0,2950.0,0.0,15.0
False,Pinarello Dogma F8,Roval CLX 64,3061.0,2955.0,0.0,16.0
False,Pinarello Dogma F8,ENVE SES 3.4,3063.5,2947.0,0.0,27.0
False,Pinarello Dogma F8,FFWD RYOT55,3064.5,2947.0,0.0,
False,Pinarello Dogma F8,Campagnolo Bora Ultra 35,3065.0,2948.5,0.0,33.0
False,Pinarello Dogma F8,Mavic Comete Pro Carbon SL UST,3065.5,2965.5,0.0,13.0
False,Pinarello Dogma F8,Giant SLR 0,3068.0,2947.5,0.0,22.0
False,Pinarello Dogma F8,Shimano C60,3068.0,2966.0,0.0,10.0
False,Pinarello Dogma F8,Mavic Cosmic CXR60c,3069.5,2963.5,0.0,7.0
False,Pinarello Dogma F8,Bontrager Aeolus5,3072.0,2951.0,0.0,11.0
False,Pinarello Dogma F8,Mavic Cosmic Ultimate UST,3072.0,2961.0,0.0,6.0
False,Pinarello Dogma F8,HED Vanquish RC6 Pro,3074.5,2949.0,0.0,8.0
False,Pinarello Dogma F8,CADEX 42,3075.0,2949.0,0.0,8.0
False,Pinarello Dogma F8,Roval Alpinist CLX,3077.0,2941.0,0.0,32.0
False,Pinarello Dogma F8,Shimano C50,3077.0,2962.5,0.0,4.0
False,Pinarello Dogma F8,Lightweight Meilenstein,3077.5,2941.0,0.0,0.0
False,Pinarello Dogma F8,50mm Carbon,3078.5,2956.0,0.0,9.0
False,Pinarello Dogma F8,Shimano C40,3079.0,2958.5,0.0,4.0
False,Pinarello Dogma F8,CADEX 36,3084.5,2946.5,0.0,26.0
False,Pinarello Dogma F8,Zipp 202,3086.0,2949.5,0.0,
False,Pinarello Dogma F8,Novatec R4,3087.5,2960.0,0.0,
False,Pinarello Dogma F8,ENVE SES 2.2,3091.0,2948.5,0.0,
False,Pinarello Dogma F8,Zwift 32mm Carbon,3091.0,2955.0,0.0,3.0
False,Pinarello Dogma F8,Campagnolo Bora Ultra 50,3091.5,2948.5,0.0,12.0
False,Pinarello Dogma F8,Zwift Safety,3091.5,2954.5,0.0,44.0
False,Pinarello Dogma F8,Zwift Buffalo Fahrrad,3096.0,2962.0,0.0,
False,Pinarello Dogma F8,Zwift Classic,3097.0,2963.0,0.0,1.0
False,Giant TCR Advanced SL,DT Swiss ARC 1100 Dicut Disc,3031.5,2954.5,27.0,42.0
False,Giant TCR Advanced SL,Zipp 858/Super9,3038.5,2955.5,27.0,45.0
False,Giant TCR Advanced SL,Zipp 808/Super9,3040.5,2956.5,27.0,35.0
False,Giant TCR Advanced SL,Zipp 858,3044.5,2945.5,27.0,37.0
False,Giant TCR Advanced SL,ENVE SES 7.8,3046.5,2940.5,27.0,39.0
False,Giant TCR Advanced SL,Zipp 808,3047.5,2947.5,27.0,13.0
False,Giant TCR Advanced SL,ENVE SES 8.9,3048.0,2950.0,27.0,31.0
False,Giant TCR Advanced SL,Zipp 454,3055.5,2938.5,27.0,24.0
False,Giant TCR Advanced SL,DT Swiss ARC 1100 Dicut 62,3056.5,2936.5,27.0,6.0
False,Giant TCR Advanced SL,CADEX 65,3057.0,2938.5,27.0,21.0
False,Giant TCR Advanced SL,Zipp 404,3058.5,2941.5,27.0,15.0
False,Giant TCR Advanced SL,ENVE SES 6.7,3059.5,2945.5,27.0,25.0
False,Giant TCR Advanced SL,Zipp 353 NSW,3060.5,2938.5,27.0,19.0
False,Giant TCR Advanced SL,Roval Rapide CLX,3061.5,2940.5,27.0,15.0
False,Giant TCR Advanced SL,Roval CLX 64,3061.5,2945.5,27.0,16.0
False,Giant TCR Advanced SL,ENVE SES 3.4,3064.0,2937.5,27.0,27.0
False,Giant TCR Advanced SL,FFWD RYOT55,3065.0,2937.5,27.0,
False,Giant TCR Advanced SL,Campagnolo Bora Ultra 35,3065.5,2939.0,27.0,33.0
False,Giant TCR Advanced SL,Mavic Comete Pro Carbon SL UST,3066.0,2956.0,27.0,13.0
False,Giant TCR Advanced SL,Giant SLR 0,3068.5,2938.0,27.0,22.0
False,Giant TCR Advanced SL,Shimano C60,3068.5,2956.5,27.0,10.0
False,Giant TCR Advanced SL,Mavic Cosmic CXR60c,3070.0,2954.0,27.0,7.0
False,Giant TCR Advanced SL,Bontrager Aeolus5,3072.5,2941.5,27.0,11.0
False,Giant TCR Advanced SL,Mavic Cosmic Ultimate UST,3072.5,2951.5,27.0,6.0
False,Giant TCR Advanced SL,HED Vanquish RC6 Pro,3075.0,2939.5,27.0,8.0
False,Giant TCR Advanced SL,CADEX 42,3075.5,2939.5,27.0,8.0
False,Giant TCR Advanced SL,Roval Alpinist CLX,3077.5,2931.5,27.0,32.0
False,Giant TCR Advanced SL,Shimano C50,3077.5,2953.0,27.0,4.0
False,Giant TCR Advanced SL,Lightweight Meilenstein,3078.0,2931.5,27.0,0.0
False,Giant TCR Advanced SL,50mm Carbon,3079.0,2946.5,27.0,9.0
False,Giant TCR Advanced SL,Shimano C40,3079.5,2949.0,27.0,4.0
False,Giant TCR Advanced SL,CADEX 36,3085.0,2937.0,27.0,26.0
False,Giant TCR Advanced SL,Zipp 202,3086.5,2940.0,27.0,
False,Giant TCR Advanced SL,Novatec R4,3088.0,2950.5,27.0,
False,Giant TCR Advanced SL,ENVE SES 2.2,3091.5,2939.0,27.0,
False,Giant TCR Advanced SL,Zwift 32mm Carbon,3091.5,2945.5,27.0,3.0
False,Giant TCR Advanced SL,Campagnolo Bora Ultra 50,3092.0,2939.0,27.0,12.0
False,Giant TCR Advanced SL,Zwift Safety,3092.0,2945.0,27.0,44.0
False,Giant TCR Advanced SL,Zwift Buffalo Fahrrad,3096.5,2952.5,27.0,
False,Giant TCR Advanced SL,Zwift Classic,3097.5,2953.5,27.0,1.0
False,Parlee ESX,DT Swiss ARC 1100 Dicut Disc,3031.5,2968.5,5.0,42.0
False,Parlee ESX,Zipp 858/Super9,3038.5,2969.5,5.0,45.0
False,Parlee ESX,Zipp 808/Super9,3040.5,2970.5,5.0,35.0
False,Parlee ESX,Zipp 858,3044.5,2959.5,5.0,37.0
False,Parlee ESX,ENVE SES 7.8,3046.5,2954.5,5.0,39.0
False,Parlee ESX,Zipp 808,3047.5,2961.5,5.0,13.0
False,Parlee ESX,ENVE SES 8.9,3048.0,2964.0,5.0,31.0
False,Parlee ESX,Zipp 454,3055.5,2952.5,5.0,24.0
False,Parlee ESX,DT Swiss ARC 1100 Dicut 62,3056.5,2950.5,5.0,6.0
False,Parlee ESX,CADEX 65,3057.0,2952.5,5.0,21.0
False,Parlee ESX,Zipp 404,3058.5,2955.5,5.0,15.0
False,Parlee ESX,ENVE SES 6.7,3059.5,2959.5,5.0,25.0
False,Parlee ESX,Zipp 353 NSW,3060.5,2952.5,5.0,19.0
False,Parlee ESX,Roval Rapide CLX,3061.5,2954.5,5.0,15.0
False,Parlee ESX,Roval CLX 64,3061.5,2959.5,5.0,16.0
False,Parlee ESX,ENVE SES 3.4,3064.0,2951.5,5.0,27.0
False,Parlee ESX,FFWD RYOT55,3065.0,2951.5,5.0,
False,Parlee ESX,Campagnolo Bora Ultra 35,3065.5,2953.0,5.0,33.0
False,Parlee ESX,Mavic Comete Pro Carbon SL UST,3066.0,2970.0,5.0,13.0
False,Parlee ESX,Giant SLR 0,3068.5,2952.0,5.0,22.0
False,Parlee ESX,Shimano C60,3068.5,2970.5,5.0,10.0
False,Parlee ESX,Mavic Cosmic CXR60c,3070.0,2968.0,5.0,7.0
False,Parlee ESX,Bontrager Aeolus5,3072.5,2955.5,5.0,11.0
False,Parlee ESX,Mavic Cosmic Ultimate UST,3072.5,2965.5,5.0,6.0
False,Parlee ESX,HED Vanquish RC6 Pro,3075.0,2953.5,5.0,8.0
False,Parlee ESX,CADEX 42,3075.5,2953.5,5.0,8.0
False,Parlee ESX,Roval Alpinist CLX,3077.5,2945.5,5.0,32.0
False,Parlee ESX,Shimano C50,3077.5,2967.0,5.0,4.0
False,Parlee ESX,Lightweight Meilenstein,3078.0,2945.5,5.0,0.0
False,Parlee ESX,50mm Carbon,3079.0,2960.5,5.0,9.0
False,Parlee ESX,Shimano C40,3079.5,2963.0,5.0,4.0
False,Parlee ESX,CADEX 36,3085.0,2951.0,5.0,26.0
False,Parlee ESX,Zipp 202,3086.5,2954.0,5.0,
False,Parlee ESX,Novatec R4,3088.0,2964.5,5.0,
False,Parlee ESX,ENVE SES 2.2,3091.5,2953.0,5.0,
False,Parlee ESX,Zwift 32mm Carbon,3091.5,2959.5,5.0,3.0
False,Parlee ESX,Campagnolo Bora Ultra 50,3092.0,2953.0,5.0,12.0
False,Parlee ESX,Zwift Safety,3092.0,2959.0,5.0,44.0
False,Parlee ESX,Zwift Buffalo Fahrrad,3096.5,2966.5,5.0,
False,Parlee ESX,Zwift Classic,3097.5,2967.5,5.0,1.0
False,Pinarello Dogma 65.1,DT Swiss ARC 1100 Dicut Disc,3031.5,2981.0,40.0,42.0
False,Pinarello Dogma 65.1,Zipp 858/Super9,3038.5,2982.0,40.0,45.0
False,Pinarello Dogma 65.1,Zipp 808/Super9,3040.5,2983.0,40.0,35.0
False,Pinarello Dogma 65.1,Zipp 858,3044.5,2972.0,40.0,37.0
False,Pinarello Dogma 65.1,ENVE SES 7.8,3046.5,2967.0,40.0,39.0
False,Pinarello Dogma 65.1,Zipp 808,3047.5,2974.0,40.0,13.0
False,Pinarello Dogma 65.1,ENVE SES 8.9,3048.0,2976.5,40.0,31.0
False,Pinarello Dogma 65.1,Zipp 454,3055.5,2965.0,40.0,24.0
False,Pinarello Dogma 65.1,DT Swiss ARC 1100 Dicut 62,3056.5,2963.0,40.0,6.0
False,Pinarello Dogma 65.1,CADEX 65,3057.0,2965.0,40.0,21.0
False,Pinarello Dogma 65.1,Zipp 404,3058.5,2968.0,40.0,15.0
False,Pinarello Dogma 65.1,ENVE SES 6.7,3059.5,2972.0,40.0,25.0
False,Pinarello Dogma 65.1,Zipp 353 NSW,3060.5,2965.0,40.0,19.0
False,Pinarello Dogma 65.1,Roval Rapide CLX,3061.5,2967.0,40.0,15.0
False,Pinarello Dogma 65.1,Roval CLX 64,3061.5,2972.0,40.0,16.0
False,Pinarello Dogma 65.1,ENVE SES 3.4,3064.0,2964.0,40.0,27.0
False,Pinarello Dogma 65.1,FFWD RYOT55,3065.0,2964.0,40.0,
False,Pinarello Dogma 65.1,Campagnolo Bora Ultra 35,3065.5,2965.5,40.0,33.0
False,Pinarello Dogma 65.1,Mavic Comete Pro Carbon SL UST,3066.0,2982.5,40.0,13.0
False,Pinarello Dogma 65.1,Giant SLR 0,3068.5,2964.5,40.0,22.0
False,Pinarello Dogma 65.1,Shimano C60,3068.5,2983.0,40.0,10.0
False,Pinarello Dogma 65.1,Mavic Cosmic CXR60c,3070.0,2980.5,40.0,7.0
False,Pinarello Dogma 65.1,Bontrager Aeolus5,3072.5,2968.0,40.0,11.0
False,Pinarello Dogma 65.1,Mavic Cosmic Ultimate UST,3072.5,2978.0,40.0,6.0
False,Pinarello Dogma 65.1,HED Vanquish RC6 Pro,3075.0,2966.0,40.0,8.0
False,Pinarello Dogma 65.1,CADEX 42,3075.5,2966.0,40.0,8.0
False,Pinarello Dogma 65.1,Roval Alpinist CLX,3077.5,2958.0,40.0,32.0
False,Pinarello Dogma 65.1,Shimano C50,3077.5,2979.5,40.0,4.0
False,Pinarello Dogma 65.1,Lightweight Meilenstein,3078.0,2958.0,40.0,0.0
False,Pinarello Dogma 65.1,50mm Carbon,3079.0,2973.0,40.0,9.0
False,Pinarello Dogma 65.1,Shimano C40,3079.5,2975.5,40.0,4.0
False,Pinarello Dogma 65.1,CADEX 36,3085.0,2963.5,40.0,26.0
False,Pinarello Dogma 65.1,Zipp 202,3086.5,2966.5,40.0,
False,Pinarello Dogma 65.1,Novatec R4,3088.0,2977.0,40.0,
False,Pinarello Dogma 65.1,ENVE SES 2.2,3091.5,2965.5,40.0,
False,Pinarello Dogma 65.1,Zwift 32mm Carbon,3091.5,2972.0,40.0,3.0
False,Pinarello Dogma 65.1,Campagnolo Bora Ultra 50,3092.0,2965.5,40.0,12.0
False,Pinarello Dogma 65.1,Zwift Safety,3092.0,2971.5,40.0,44.0
False,Pinarello Dogma 65.1,Zwift Buffalo Fahrrad,3096.5,2979.0,40.0,
False,Pinarello Dogma 65.1,Zwift Classic,3097.5,2980.0,40.0,1.0
False,Canyon Ultimate CFR,DT Swiss ARC 1100 Dicut Disc,3032.0,2944.0,12.0,42.0
False,Canyon Ultimate CFR,Zipp 858/Super9,3039.0,2945.0,12.0,45.0
False,Canyon Ultimate CFR,Zipp 808/Super9,3041.0,2946.0,12.0,35.0
False,Canyon Ultimate CFR,Zipp 858,3045.0,2935.0,12.0,37.0
False,Canyon Ultimate CFR,ENVE SES 7.8,3047.0,2930.0,12.0,39.0
False,Canyon Ultimate CFR,Zipp 808,3048.0,2937.0,12.0,13.0
False,Canyon Ultimate CFR,ENVE SES 8.9,3048.5,2939.5,12.0,31.0
False,Canyon Ultimate CFR,Zipp 454,3056.0,2928.0,12.0,24.0
False,Canyon Ultimate CFR,DT Swiss ARC 1100 Dicut 62,3057.0,2926.0,12.0,6.0
False,Canyon Ultimate CFR,CADEX 65,3057.5,2928.0,12.0,21.0
False,Canyon Ultimate CFR,Zipp 404,3059.0,2931.0,12.0,15.0
False,Canyon Ultimate CFR,ENVE SES 6.7,3060.0,2935.0,12.0,25.0
False,Canyon Ultimate CFR,Zipp 353 NSW,3061.0,2928.0,12.0,19.0
False,Canyon Ultimate CFR,Roval Rapide CLX,3062.0,2930.0,12.0,15.0
False,Canyon Ultimate CFR,Roval CLX 64,3062.0,2935.0,12.0,16.0
False,Canyon Ultimate CFR,ENVE SES 3.4,3064.5,2927.0,12.0,27.0
False,Canyon Ultimate CFR,FFWD RYOT55,3065.5,2927.0,12.0,
False,Canyon Ultimate CFR,Campagnolo Bora Ultra 35,3066.0,2928.5,12.0,33.0
False,Canyon Ultimate CFR,Mavic Comete Pro Carbon SL UST,3066.5,2945.5,12.0,13.0
False,Canyon Ultimate CFR,Giant SLR 0,3069.0,2927.5,12.0,22.0
False,Canyon Ultimate CFR,Shimano C60,3069.0,2946.0,12.0,10.0
False,Canyon Ultimate CFR,Mavic Cosmic CXR60c,3070.5,2943.5,12.0,7.0
False,Canyon Ultimate CFR,Bontrager Aeolus5,3073.0,2931.0,12.0,11.0
False,Canyon Ultimate CFR,Mavic Cosmic Ultimate UST,3073.0,2941.0,12.0,6.0
False,Canyon Ultimate CFR,HED Vanquish RC6 Pro,3075.5,2929.0,12.0,8.0
False,Canyon Ultimate CFR,CADEX 42,3076.0,2929.0,12.0,8.0
False,Canyon Ultimate CFR,Roval Alpinist CLX,3078.0,2921.0,12.0,32.0
False,Canyon Ultimate CFR,Shimano C50,3078.0,2942.5,12.0,4.0
False,Canyon Ultimate CFR,Lightweight Meilenstein,3078.5,2921.0,12.0,0.0
False,Canyon Ultimate CFR,50mm Carbon,3079.5,2936.0,12.0,9.0
False,Canyon Ultimate CFR,Shimano C40,3080.0,2938.5,12.0,4.0
False,Canyon Ultimate CFR,CADEX 36,3085.5,2926.5,12.0,26.0
False,Canyon Ultimate CFR,Zipp 202,3087.0,2929.5,12.0,
False,Canyon Ultimate CFR,Novatec R4,3088.5,2940.0,12.0,
False,Canyon Ultimate CFR,ENVE SES 2.2,3092.0,2928.5,12.0,
False,Canyon Ultimate CFR,Zwift 32mm Carbon,3092.0,2935.0,12.0,3.0
False,Canyon Ultimate CFR,Campagnolo Bora Ultra 50,3092.5,2928.5,12.0,12.0
False,Canyon Ultimate CFR,Zwift Safety,3092.5,2934.5,12.0,44.0
False,Canyon Ultimate CFR,Zwift Buffalo Fahrrad,3097.0,2942.0,12.0,
False,Canyon Ultimate CFR,Zwift Classic,3098.0,2943.0,12.0,1.0
False,Bridgestone Anchor RS9s,DT Swiss ARC 1100 Dicut Disc,3033.0,2946.5,10.0,42.0
False,Bridgestone Anchor RS9s,Zipp 858/Super9,3040.0,2947.5,10.0,45.0
False,Bridgestone Anchor RS9s,Zipp 808/Super9,3042.0,2948.5,10.0,35.0
False,Bridgestone Anchor RS9s,Zipp 858,3046.0,2937.5,10.0,37.0
False,Bridgestone Anchor RS9s,ENVE SES 7.8,3048.0,2932.5,10.0,39.0
False,Bridgestone Anchor RS9s,Zipp 808,3049.0,2939.5,10.0,13.0
False,Bridgestone Anchor RS9s,ENVE SES 8.9,3049.5,2942.0,10.0,31.0
False,Bridgestone Anchor RS9s,Zipp 454,3057.0,2930.5,10.0,24.0
False,Bridgestone Anchor RS9s,DT Swiss ARC 1100 Dicut 62,3058.0,2928.5,10.0,6.0
False,Bridgestone Anchor RS9s,CADEX 65,3058.5,2930.5,10.0,21.0
False,Bridgestone Anchor RS9s,Zipp 404,3060.0,2933.5,10.0,15.0
False,Bridgestone Anchor RS9s,ENVE SES 6.7,3061.0,2937.5,10.0,25.0
False,Bridgestone Anchor RS9s,Zipp 353 NSW,3062.0,2930.5,10.0,19.0
False,Bridgestone Anchor RS9s,Roval Rapide CLX,3063.0,2932.5,10.0,15.0
False,Bridgestone Anchor RS9s,Roval CLX 64,3063.0,2937.5,10.0,16.0
False,Bridgestone Anchor RS9s,ENVE SES 3.4,3065.5,2929.5,10.0,27.0
False,Bridgestone Anchor RS9s,FFWD RYOT55,3066.5,2929.5,10.0,
False,Bridgestone Anchor RS9s,Campagnolo Bora Ultra 35,3067.0,2931.0,10.0,33.0
False,Bridgestone Anchor RS9s,Mavic Comete Pro Carbon SL UST,3067.5,2948.0,10.0,13.0
False,Bridgestone Anchor RS9s,Giant SLR 0,3070.0,2930.0,10.0,22.0
False,Bridgestone Anchor RS9s,Shimano C60,3070.0,2948.5,10.0,10.0
False,Bridgestone Anchor RS9s,Mavic Cosmic CXR60c,3071.5,2946.0,10.0,7.0
False,Bridgestone Anchor RS9s,Bontrager Aeolus5,3074.0,2933.5,10.0,11.0
False,Bridgestone Anchor RS9s,Mavic Cosmic Ultimate UST,3074.0,2943.5,10.0,6.0
False,Bridgestone Anchor RS9s,HED Vanquish RC6 Pro,3076.5,2931.5,10.0,8.0
False,Bridgestone Anchor RS9s,CADEX 42,3077.0,2931.5,10.0,8.0
False,Bridgestone Anchor RS9s,Roval Alpinist CLX,3079.0,2923.5,10.0,32.0
False,Bridgestone Anchor RS9s,Shimano C50,3079.0,2945.0,10.0,4.0
False,Bridgestone Anchor RS9s,Lightweight Meilenstein,3079.5,2923.5,10.0,0.0
False,Bridgestone Anchor RS9s,50mm Carbon,3080.5,2938.5,10.0,9.0
False,Bridgestone Anchor RS9s,Shimano C40,3081.0,2941.0,10.0,4.0
False,Bridgestone Anchor RS9s,CADEX 36,3086.5,2929.0,10.0,26.0
False,Bridgestone Anchor RS9s,Zipp 202,3088.0,2932.0,10.0,
False,Bridgestone Anchor RS9s,Novatec R4,3089.5,2942.5,10.0,
False,Bridgestone Anchor RS9s,ENVE SES 2.2,3093.0,2931.0,10.0,
False,Bridgestone Anchor RS9s,Zwift 32mm Carbon,3093.0,2937.5,10.0,3.0
False,Bridgestone Anchor RS9s,Campagnolo Bora Ultra 50,3093.5,2931.0,10.0,12.0
False,Bridgestone Anchor RS9s,Zwift Safety,3093.5,2937.0,10.0,44.0
False,Bridgestone Anchor RS9s,Zwift Buffalo Fahrrad,3098.0,2944.5,10.0,
False,Bridgestone Anchor RS9s,Zwift Classic,3099.0,2945.5,10.0,1.0
False,Cannondale EVO,DT Swiss ARC 1100 Dicut Disc,3033.0,2943.5,29.0,42.0
False,Cannondale EVO,Zipp 858/Super9,3040.0,2944.5,29.0,45.0
False,Cannondale EVO,Zipp 808/Super9,3042.0,2945.5,29.0,35.0
False,Cannondale EVO,Zipp 858,3046.0,2934.5,29.0,37.0
